airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-21,delhi,cochin,05:25:00,18:50:00,2245,2.0,no info,12814
Jet Airways,2019-03-24,kolkata,banglore,19:45:00,20:40:00,1495,1.0,no info,13759
Jet Airways,2019-06-12,banglore,delhi,15:15:00,18:10:00,175,0.0,no info,8016
Indigo,2019-06-03,delhi,cochin,05:05:00,12:10:00,425,1.0,no info,6818
Indigo,2019-03-18,kolkata,banglore,10:10:00,12:55:00,165,0.0,no info,4462
Vistara,2019-06-01,banglore,delhi,11:30:00,14:20:00,170,0.0,no info,4668
Jet Airways,2019-06-12,kolkata,banglore,06:30:00,18:15:00,705,1.0,no info,13626
Multiple Carriers,2019-03-27,delhi,cochin,11:40:00,18:50:00,430,1.0,no info,11421
Spicejet,2019-03-09,banglore,new delhi,20:30:00,23:20:00,170,0.0,no info,6205
Air India,2019-03-03,banglore,new delhi,12:00:00,23:55:00,715,3.0,no info,10573
Air India,2019-05-18,kolkata,banglore,09:25:00,21:50:00,745,1.0,no info,8366
Indigo,2019-06-24,banglore,delhi,18:55:00,21:50:00,175,0.0,no info,4823
Air India,2019-06-24,delhi,cochin,13:15:00,07:40:00,1105,2.0,no info,12497
Indigo,2019-04-24,banglore,delhi,06:05:00,08:50:00,165,0.0,no info,4423
Indigo,2019-03-03,banglore,new delhi,20:00:00,22:55:00,175,0.0,no info,6860
Jet Airways,2019-05-21,delhi,cochin,16:00:00,19:00:00,1620,1.0,in-flight meal not included,12898
Air India,2019-06-24,delhi,cochin,17:15:00,19:15:00,1560,2.0,no info,11972
Air India,2019-03-21,banglore,new delhi,08:15:00,23:10:00,895,1.0,no info,4943
Goair,2019-04-06,delhi,cochin,07:00:00,12:55:00,355,1.0,no info,5135
Jet Airways,2019-06-06,kolkata,banglore,17:00:00,14:25:00,1285,1.0,in-flight meal not included,10539
Jet Airways,2019-03-21,delhi,cochin,09:40:00,04:25:00,2565,2.0,no info,12819
Air India,2019-06-27,delhi,cochin,06:50:00,07:40:00,1490,2.0,no info,14431
Indigo,2019-05-24,chennai,kolkata,13:15:00,15:35:00,140,0.0,no info,3597
Jet Airways,2019-03-24,kolkata,banglore,21:10:00,10:05:00,775,1.0,no info,14914
Jet Airways,2019-06-09,mumbai,hyderabad,02:55:00,04:20:00,85,0.0,no info,5678
Indigo,2019-03-24,banglore,new delhi,10:10:00,13:00:00,170,0.0,no info,4777
Jet Airways,2019-06-24,mumbai,hyderabad,08:45:00,10:15:00,90,0.0,in-flight meal not included,4995
Jet Airways,2019-05-18,delhi,cochin,23:05:00,04:25:00,1760,2.0,no info,15129
Indigo,2019-05-27,delhi,cochin,17:30:00,01:30:00,480,1.0,no info,6206
Multiple Carriers,2019-05-18,delhi,cochin,09:45:00,22:30:00,765,1.0,no info,10348
Jet Airways,2019-03-06,banglore,new delhi,22:50:00,21:20:00,1350,1.0,no info,17471
Air India,2019-03-27,delhi,cochin,07:00:00,19:15:00,735,2.0,no info,10913
Jet Airways,2019-05-09,delhi,cochin,23:05:00,04:25:00,1760,2.0,no info,15129
Indigo,2019-03-09,banglore,new delhi,01:30:00,04:15:00,165,0.0,no info,6860
Jet Airways,2019-06-24,delhi,cochin,09:40:00,12:35:00,1615,2.0,in-flight meal not included,10368
Jet Airways,2019-03-24,kolkata,banglore,18:55:00,08:10:00,795,1.0,no info,14231
Indigo,2019-06-27,delhi,cochin,07:35:00,12:10:00,275,1.0,no info,5054
Air India,2019-03-18,banglore,new delhi,11:05:00,22:10:00,2105,2.0,no info,11161
Jet Airways,2019-05-21,kolkata,banglore,21:10:00,08:15:00,665,1.0,no info,14781
Indigo,2019-03-21,kolkata,banglore,22:10:00,00:55:00,165,0.0,no info,4148
Jet Airways,2019-06-12,kolkata,banglore,21:10:00,04:40:00,450,1.0,in-flight meal not included,7594
Jet Airways,2019-06-12,delhi,cochin,09:40:00,04:25:00,1125,2.0,in-flight meal not included,10368
Spicejet,2019-06-21,kolkata,banglore,06:55:00,09:30:00,155,0.0,no info,3873
Jet Airways,2019-05-27,delhi,cochin,05:30:00,04:25:00,1375,2.0,no info,15129
Indigo,2019-03-01,kolkata,banglore,09:35:00,12:20:00,165,0.0,no info,6565
Spicejet,2019-05-09,mumbai,hyderabad,13:15:00,14:45:00,90,0.0,no check-in baggage included,2175
Jet Airways,2019-06-03,delhi,cochin,13:00:00,19:00:00,360,1.0,in-flight meal not included,10262
Indigo,2019-06-09,delhi,cochin,06:50:00,16:10:00,560,1.0,no info,6442
Multiple Carriers,2019-03-06,delhi,cochin,16:00:00,01:35:00,575,1.0,in-flight meal not included,15136
Jet Airways,2019-05-18,delhi,cochin,11:30:00,04:25:00,1015,1.0,in-flight meal not included,12373
Air India,2019-03-12,mumbai,hyderabad,05:30:00,14:50:00,560,2.0,no info,11342
Jet Airways,2019-05-06,banglore,delhi,06:00:00,08:45:00,165,0.0,no info,7229
Air India,2019-05-21,kolkata,banglore,16:45:00,08:55:00,970,2.0,no info,14960
Indigo,2019-05-15,delhi,cochin,16:10:00,22:30:00,380,1.0,no info,6412
Multiple Carriers,2019-03-06,delhi,cochin,18:00:00,01:35:00,455,1.0,no info,16863
Indigo,2019-06-15,banglore,delhi,01:30:00,04:15:00,165,0.0,no info,3419
Air India,2019-03-03,delhi,cochin,18:05:00,21:10:00,185,0.0,no info,8666
Indigo,2019-05-24,kolkata,banglore,08:10:00,13:00:00,290,1.0,no info,5069
Air India,2019-04-15,kolkata,banglore,20:45:00,23:20:00,155,0.0,no info,4145
Jet Airways,2019-05-18,kolkata,banglore,05:45:00,04:40:00,1375,1.0,no info,13941
Jet Airways,2019-05-01,kolkata,banglore,14:05:00,08:15:00,1090,1.0,no info,13941
Air India,2019-03-15,banglore,new delhi,06:45:00,15:15:00,510,1.0,no info,8714
Jet Airways,2019-06-06,kolkata,banglore,14:05:00,04:40:00,875,1.0,no info,13059
Jet Airways,2019-03-21,delhi,cochin,19:10:00,18:50:00,1420,2.0,in-flight meal not included,6643
Jet Airways,2019-06-12,kolkata,banglore,08:25:00,20:45:00,740,1.0,in-flight meal not included,9899
Indigo,2019-05-15,kolkata,banglore,06:20:00,10:20:00,240,1.0,no info,4226
Spicejet,2019-05-18,banglore,delhi,09:30:00,12:20:00,170,0.0,no info,4423
Air India,2019-05-15,delhi,cochin,12:00:00,07:40:00,1180,2.0,no info,10651
Spicejet,2019-04-06,kolkata,banglore,14:55:00,17:25:00,150,0.0,no check-in baggage included,3841
Jet Airways,2019-05-24,mumbai,hyderabad,02:55:00,04:20:00,85,0.0,in-flight meal not included,4995
Air India,2019-04-03,delhi,cochin,06:05:00,09:25:00,1640,1.0,no info,5117
Spicejet,2019-06-06,delhi,cochin,08:45:00,13:15:00,270,1.0,no check-in baggage included,5158
Vistara,2019-06-18,delhi,cochin,06:00:00,09:10:00,190,0.0,no info,6216
Air India,2019-03-06,mumbai,hyderabad,09:40:00,23:45:00,845,2.0,no info,22619
Indigo,2019-06-06,chennai,kolkata,13:15:00,15:35:00,140,0.0,no info,3597
Jet Airways,2019-05-21,kolkata,banglore,16:30:00,04:40:00,730,1.0,in-flight meal not included,9663
Air India,2019-03-12,banglore,new delhi,08:50:00,23:15:00,865,1.0,no info,12127
Vistara,2019-05-01,kolkata,banglore,20:20:00,20:20:00,1440,1.0,no info,8610
Multiple Carriers,2019-05-09,delhi,cochin,09:00:00,21:00:00,720,1.0,no info,8073
Jet Airways,2019-06-03,delhi,cochin,08:00:00,19:00:00,660,1.0,in-flight meal not included,10577
Jet Airways,2019-06-09,kolkata,banglore,16:30:00,23:35:00,425,1.0,in-flight meal not included,10844
Jet Airways,2019-05-24,kolkata,banglore,08:25:00,18:15:00,590,1.0,no info,14571
Spicejet,2019-06-15,kolkata,banglore,09:00:00,11:25:00,145,0.0,no check-in baggage included,3841
Multiple Carriers,2019-03-06,delhi,cochin,19:00:00,01:35:00,395,1.0,no info,15147
Air India,2019-05-15,kolkata,banglore,20:45:00,23:20:00,155,0.0,no info,4145
Spicejet,2019-04-24,banglore,delhi,05:55:00,08:35:00,160,0.0,no check-in baggage included,3919
Jet Airways,2019-06-03,delhi,cochin,14:00:00,04:25:00,865,1.0,no info,14714
Indigo,2019-06-09,kolkata,banglore,09:20:00,14:15:00,295,1.0,no info,11465
Goair,2019-06-12,delhi,cochin,07:25:00,13:35:00,370,1.0,no info,5842
Multiple Carriers,2019-06-01,delhi,cochin,19:00:00,01:30:00,390,1.0,no info,7530
Multiple Carriers,2019-05-15,delhi,cochin,07:00:00,21:00:00,840,1.0,no info,8073
Vistara,2019-04-09,delhi,cochin,06:00:00,09:10:00,190,0.0,no info,5586
Jet Airways,2019-06-27,delhi,cochin,07:05:00,19:00:00,715,1.0,no info,18371
Jet Airways,2019-03-24,kolkata,banglore,16:55:00,18:10:00,1515,1.0,no info,14231
Multiple Carriers,2019-06-03,delhi,cochin,11:40:00,01:30:00,830,1.0,no info,7530
Multiple Carriers,2019-05-27,delhi,cochin,07:00:00,21:00:00,840,1.0,no info,7618
Jet Airways,2019-05-09,delhi,cochin,20:55:00,19:00:00,1325,1.0,in-flight meal not included,12373
Indigo,2019-03-03,delhi,cochin,07:20:00,12:30:00,310,1.0,no info,12214
Indigo,2019-04-24,banglore,delhi,00:30:00,03:25:00,175,0.0,no info,3419
Vistara,2019-05-24,kolkata,banglore,20:20:00,23:25:00,1625,1.0,no info,9345
Jet Airways,2019-05-18,kolkata,banglore,05:45:00,16:20:00,635,1.0,no info,14781
Indigo,2019-06-03,delhi,cochin,05:10:00,10:05:00,295,1.0,no info,6842
Goair,2019-03-03,delhi,cochin,05:45:00,13:20:00,455,1.0,no info,5628
Jet Airways,2019-06-18,delhi,cochin,09:50:00,13:05:00,195,0.0,in-flight meal not included,4466
Jet Airways,2019-06-09,delhi,cochin,11:45:00,12:35:00,1490,2.0,no info,13882
Air India,2019-05-06,kolkata,banglore,09:10:00,13:15:00,245,1.0,no info,8996
Indigo,2019-05-27,delhi,cochin,14:25:00,17:40:00,195,0.0,no info,6015
Multiple Carriers,2019-05-21,delhi,cochin,11:30:00,01:30:00,840,1.0,no info,14067
Goair,2019-05-06,banglore,delhi,11:40:00,14:30:00,170,0.0,no info,3398
Jet Airways,2019-03-06,banglore,new delhi,08:00:00,23:00:00,900,1.0,no info,16736
Air India,2019-06-24,delhi,cochin,21:00:00,07:40:00,640,1.0,no info,8372
Indigo,2019-06-06,banglore,delhi,21:15:00,00:15:00,180,0.0,no info,3943
Air India,2019-03-21,delhi,cochin,09:00:00,19:15:00,615,1.0,no info,6902
Indigo,2019-05-12,banglore,delhi,06:05:00,08:50:00,165,0.0,no info,4423
Jet Airways,2019-06-12,delhi,cochin,22:50:00,12:35:00,825,1.0,in-flight meal not included,10262
Jet Airways,2019-05-12,kolkata,banglore,20:25:00,23:35:00,1630,1.0,in-flight meal not included,8066
Air India,2019-03-24,kolkata,banglore,07:00:00,01:20:00,1100,2.0,no info,13428
Jet Airways,2019-03-21,delhi,cochin,19:10:00,18:50:00,1420,2.0,no info,9483
Indigo,2019-05-12,kolkata,banglore,17:15:00,19:50:00,155,0.0,no info,4804
Multiple Carriers,2019-05-24,delhi,cochin,09:00:00,19:00:00,600,1.0,no info,10197
Air India,2019-03-12,banglore,new delhi,00:30:00,08:45:00,495,1.0,no info,13492
Air India,2019-05-24,kolkata,banglore,09:10:00,13:15:00,245,1.0,no info,8996
Air India,2019-06-06,delhi,cochin,20:40:00,09:25:00,765,1.0,no info,7952
Vistara,2019-06-09,kolkata,banglore,20:20:00,10:45:00,865,1.0,no info,9397
Air Asia,2019-03-15,kolkata,banglore,22:50:00,01:20:00,150,0.0,no info,3782
Jet Airways,2019-05-21,kolkata,banglore,09:35:00,22:05:00,750,1.0,no info,13067
Jet Airways,2019-05-15,kolkata,banglore,20:25:00,10:55:00,870,1.0,no info,14151
Multiple Carriers,2019-03-03,delhi,cochin,08:00:00,21:00:00,780,1.0,no info,17057
Indigo,2019-03-21,delhi,cochin,11:30:00,21:00:00,570,1.0,no info,6838
Air India,2019-03-06,delhi,cochin,17:40:00,08:15:00,875,1.0,no info,11038
Air India,2019-04-01,kolkata,banglore,19:00:00,04:40:00,580,1.0,no info,4227
Indigo,2019-03-03,delhi,cochin,08:25:00,15:30:00,425,1.0,no info,14871
Multiple Carriers,2019-05-21,delhi,cochin,17:15:00,00:55:00,460,1.0,no info,7858
Spicejet,2019-06-18,mumbai,hyderabad,13:15:00,14:45:00,90,0.0,no info,2017
Multiple Carriers,2019-05-18,delhi,cochin,07:00:00,21:00:00,840,1.0,no info,8073
Indigo,2019-04-06,banglore,delhi,10:10:00,13:00:00,170,0.0,no info,4423
Air Asia,2019-05-15,kolkata,banglore,10:20:00,12:55:00,155,0.0,no info,4409
Spicejet,2019-06-01,kolkata,banglore,14:55:00,17:25:00,150,0.0,no check-in baggage included,3841
Jet Airways,2019-06-21,mumbai,hyderabad,08:45:00,10:15:00,90,0.0,in-flight meal not included,4995
Indigo,2019-05-21,delhi,cochin,07:15:00,12:30:00,315,1.0,no info,5636
Spicejet,2019-06-01,chennai,kolkata,17:45:00,20:05:00,140,0.0,no check-in baggage included,3543
Multiple Carriers,2019-03-03,delhi,cochin,13:00:00,01:35:00,755,1.0,no info,17493
Jet Airways,2019-05-18,kolkata,banglore,08:25:00,09:20:00,1495,1.0,in-flight meal not included,9663
Indigo,2019-03-15,chennai,kolkata,05:15:00,07:35:00,140,0.0,no info,4326
Multiple Carriers,2019-03-27,delhi,cochin,10:00:00,21:00:00,660,1.0,no info,6883
Indigo,2019-06-18,banglore,delhi,16:55:00,19:55:00,180,0.0,no info,4823
Multiple Carriers,2019-04-09,delhi,cochin,08:30:00,19:00:00,630,1.0,no info,10877
Indigo,2019-04-12,banglore,delhi,01:30:00,04:15:00,165,0.0,no info,4591
Multiple Carriers,2019-05-18,delhi,cochin,06:00:00,19:00:00,780,1.0,no info,9794
Jet Airways,2019-05-12,banglore,delhi,15:15:00,18:10:00,175,0.0,in-flight meal not included,4544
Air India,2019-05-01,kolkata,banglore,16:45:00,12:30:00,1185,2.0,no info,14960
Jet Airways,2019-06-06,kolkata,banglore,14:05:00,22:35:00,510,1.0,no info,14571
Jet Airways,2019-03-18,banglore,new delhi,22:50:00,09:00:00,610,1.0,in-flight meal not included,11087
Indigo,2019-06-27,banglore,delhi,22:10:00,01:00:00,170,0.0,no info,3419
Spicejet,2019-04-01,kolkata,banglore,15:05:00,20:20:00,315,1.0,no info,4649
Multiple Carriers,2019-03-09,delhi,cochin,07:05:00,22:20:00,915,1.0,no info,6916
Jet Airways,2019-06-27,delhi,cochin,22:50:00,04:25:00,335,1.0,in-flight meal not included,12898
Spicejet,2019-05-09,chennai,kolkata,09:45:00,12:00:00,135,0.0,no info,3597
Air India,2019-05-06,kolkata,banglore,19:00:00,09:50:00,890,1.0,no info,6117
Jet Airways,2019-04-09,delhi,cochin,13:25:00,19:00:00,1775,2.0,no info,9483
Jet Airways,2019-05-18,delhi,cochin,14:00:00,04:25:00,865,1.0,in-flight meal not included,12373
Spicejet,2019-05-03,kolkata,banglore,09:00:00,11:25:00,145,0.0,no info,3873
Jet Airways,2019-06-09,delhi,cochin,09:00:00,12:35:00,1655,1.0,in-flight meal not included,10262
Jet Airways,2019-06-24,delhi,cochin,14:35:00,12:35:00,1320,2.0,no info,13376
Air India,2019-06-01,delhi,cochin,16:40:00,19:15:00,1595,2.0,no info,9863
Jet Airways,2019-03-24,kolkata,banglore,13:55:00,23:25:00,570,1.0,in-flight meal not included,11134
Vistara,2019-05-24,banglore,delhi,19:30:00,22:15:00,165,0.0,no info,5823
Jet Airways,2019-06-12,kolkata,banglore,18:55:00,04:40:00,585,1.0,in-flight meal not included,6959
Spicejet,2019-03-24,banglore,new delhi,20:30:00,23:20:00,170,0.0,no info,5575
Jet Airways,2019-05-15,kolkata,banglore,06:30:00,19:50:00,800,1.0,no info,14781
Air India,2019-06-09,delhi,cochin,17:15:00,07:40:00,865,2.0,no info,12199
Air India,2019-06-24,delhi,cochin,06:50:00,07:40:00,1490,2.0,no info,13381
Multiple Carriers,2019-06-12,delhi,cochin,10:00:00,01:30:00,930,1.0,no info,13377
Air India,2019-05-24,kolkata,banglore,09:50:00,12:30:00,1600,2.0,no info,15170
Spicejet,2019-03-03,kolkata,banglore,09:00:00,11:30:00,150,0.0,no info,5515
Air India,2019-06-27,banglore,delhi,10:00:00,12:45:00,165,0.0,no info,6961
Indigo,2019-06-18,chennai,kolkata,13:15:00,15:35:00,140,0.0,no info,3597
Jet Airways,2019-06-09,delhi,cochin,21:50:00,04:25:00,395,1.0,no info,14714
Spicejet,2019-03-06,delhi,cochin,16:35:00,22:50:00,375,1.0,no info,7185
Jet Airways,2019-03-01,mumbai,hyderabad,07:10:00,08:35:00,85,0.0,no info,17501
Jet Airways,2019-03-18,banglore,new delhi,07:00:00,15:15:00,495,1.0,no info,12284
Indigo,2019-05-09,kolkata,banglore,15:15:00,20:30:00,315,1.0,no info,4565
Air India,2019-05-03,chennai,kolkata,11:40:00,13:55:00,135,0.0,no info,4667
Indigo,2019-06-24,delhi,cochin,16:00:00,01:30:00,570,1.0,no info,6316
Indigo,2019-05-15,banglore,delhi,13:00:00,15:50:00,170,0.0,no info,3943
Air India,2019-06-06,delhi,cochin,12:00:00,19:15:00,435,2.0,no info,8603
Indigo,2019-05-24,delhi,cochin,07:30:00,21:00:00,810,1.0,no info,7006
Indigo,2019-05-18,delhi,cochin,05:10:00,10:05:00,295,1.0,no info,7580
Indigo,2019-06-06,banglore,delhi,20:00:00,22:50:00,170,0.0,no info,4823
Spicejet,2019-06-01,kolkata,banglore,17:10:00,19:40:00,150,0.0,no info,4174
Multiple Carriers,2019-06-06,delhi,cochin,10:35:00,19:00:00,505,1.0,no info,10877
Air India,2019-06-06,kolkata,banglore,14:30:00,12:30:00,1320,2.0,no info,15894
Air India,2019-05-12,kolkata,banglore,09:50:00,23:15:00,805,3.0,no info,14015
Indigo,2019-06-06,delhi,cochin,07:15:00,12:30:00,315,1.0,no info,6582
Air India,2019-06-27,delhi,cochin,16:40:00,19:15:00,1595,2.0,no info,9653
Spicejet,2019-04-18,kolkata,banglore,09:00:00,11:25:00,145,0.0,no info,4174
Jet Airways,2019-04-01,kolkata,banglore,16:30:00,16:20:00,1430,1.0,no info,12681
Multiple Carriers,2019-03-27,delhi,cochin,19:00:00,01:35:00,395,1.0,no info,7845
Air India,2019-06-21,chennai,kolkata,11:40:00,13:55:00,135,0.0,no info,4667
Jet Airways,2019-05-24,kolkata,banglore,06:30:00,12:00:00,330,1.0,no info,14178
Jet Airways,2019-05-12,kolkata,banglore,06:30:00,04:40:00,1330,1.0,no info,13941
Jet Airways,2019-06-24,delhi,cochin,22:50:00,04:25:00,335,1.0,no info,14714
Spicejet,2019-05-24,kolkata,banglore,17:10:00,19:40:00,150,0.0,no info,4174
Jet Airways,2019-03-12,banglore,new delhi,18:55:00,12:25:00,1050,1.0,in-flight meal not included,11087
Jet Airways,2019-05-01,banglore,delhi,19:50:00,22:50:00,180,0.0,no info,7229
Indigo,2019-03-18,kolkata,banglore,09:35:00,12:20:00,165,0.0,no info,4462
Indigo,2019-03-09,kolkata,banglore,20:25:00,23:05:00,160,0.0,no info,4148
Jet Airways,2019-05-18,kolkata,banglore,08:25:00,22:35:00,850,1.0,in-flight meal not included,10844
Multiple Carriers,2019-06-15,delhi,cochin,09:00:00,21:00:00,720,1.0,no info,7933
Jet Airways,2019-03-03,delhi,cochin,09:55:00,04:25:00,1110,1.0,no info,19828
Jet Airways,2019-06-09,delhi,cochin,20:55:00,04:25:00,450,1.0,in-flight meal not included,10577
Spicejet,2019-06-15,kolkata,banglore,14:55:00,17:25:00,150,0.0,no check-in baggage included,3841
Multiple Carriers,2019-06-27,delhi,cochin,06:00:00,19:15:00,795,1.0,in-flight meal not included,7268
Indigo,2019-03-09,kolkata,banglore,10:10:00,12:55:00,165,0.0,no info,4462
